日期,AQI,质量等级,PM2.5,PM10,NO2,SO2,CO,O3,城市
2022-01-05,107,轻度污染,80,0,30,12,1.2,40,鹰潭
2022-01-06,28,优,19,19,20,4,0.6,31,鹰潭
2022-01-07,38,优,26,30,22,12,0.4,36,鹰潭
2022-01-08,73,良,53,0,27,12,0.6,34,鹰潭
2022-01-09,83,良,61,0,21,3,0.8,59,鹰潭
2022-01-10,67,良,48,0,23,10,0.8,45,鹰潭
2022-01-11,58,良,41,0,22,3,0.6,74,鹰潭
2022-01-12,89,良,66,68,34,24,0.8,48,鹰潭
2022-01-13,97,良,72,72,29,9,0.7,92,鹰潭
2022-01-14,132,轻度污染,100,0,39,14,1,30,鹰潭
2022-01-15,132,轻度污染,100,0,38,27,0.9,70,鹰潭
2022-01-16,112,轻度污染,84,0,30,16,0.8,45,鹰潭
2022-01-17,72,良,52,0,23,12,0.8,55,鹰潭
2022-01-18,43,优,30,30,23,12,0.6,66,鹰潭
2022-01-19,74,良,54,0,28,8,0.6,75,鹰潭
2022-01-20,65,良,47,51,24,8,0.6,89,鹰潭
2022-01-21,88,良,65,0,25,12,0.8,60,鹰潭
2022-01-22,58,良,41,0,25,14,0.6,37,鹰潭
2022-01-23,27,优,12,0,21,4,0.6,22,鹰潭
2022-01-24,25,优,7,10,10,2,0.5,50,鹰潭
2022-01-25,26,优,18,0,16,2,0.9,32,鹰潭
2022-01-26,25,优,12,15,18,3,1,14,鹰潭
2022-01-27,23,优,10,11,14,3,0.9,39,鹰潭
2022-01-28,20,优,5,7,9,2,0.8,40,鹰潭
2022-01-29,23,优,5,8,7,2,0.5,46,鹰潭
2022-01-30,31,优,15,16,5,3,0.4,62,鹰潭
2022-01-31,39,优,27,34,6,7,0.4,62,鹰潭
2022-02-01,90,良,67,68,6,6,0.4,67,鹰潭
2022-02-02,37,优,22,0,6,4,0.7,74,鹰潭
2022-02-03,23,优,12,14,4,2,0.7,46,鹰潭
2022-02-04,24,优,13,17,5,2,0.6,48,鹰潭
2022-02-05,40,优,15,22,5,9,0.3,80,鹰潭
2022-02-06,70,良,51,0,10,8,0.6,84,鹰潭
2022-02-07,30,优,13,0,7,3,0.4,59,鹰潭
2022-02-08,32,优,12,14,6,2,0.5,63,鹰潭
2022-02-09,20,优,11,13,8,2,0.5,39,鹰潭
2022-02-10,23,优,12,17,10,7,0.6,45,鹰潭
2022-02-11,18,优,5,9,14,4,0.6,26,鹰潭
2022-02-12,39,优,27,0,16,3,0.7,34,鹰潭
2022-02-13,40,优,28,0,18,3,0.8,45,鹰潭
2022-02-14,59,良,42,0,18,6,0.9,47,鹰潭
2022-02-15,36,优,25,33,20,11,0.6,57,鹰潭
2022-02-16,89,良,66,0,24,11,0.6,63,鹰潭
2022-02-17,27,优,17,0,18,6,0.5,54,鹰潭
2022-02-18,26,优,5,10,16,9,0.6,52,鹰潭
2022-02-19,26,优,8,11,12,2,0.4,52,鹰潭
2022-02-20,52,良,36,37,15,12,0.5,72,鹰潭
2022-02-21,36,优,22,29,15,11,0.4,71,鹰潭
2022-02-22,33,优,16,0,12,8,0.5,66,鹰潭
2022-02-23,40,优,28,0,19,14,0.6,69,鹰潭
2022-02-24,65,良,47,0,25,24,0.6,112,鹰潭
2022-02-25,64,良,46,54,30,18,0.6,94,鹰潭
2022-02-26,55,良,39,49,28,8,0.6,99,鹰潭
2022-02-27,58,良,41,60,33,25,0.7,106,鹰潭
2022-02-28,64,良,38,64,24,12,0.6,116,鹰潭
2022-03-01,78,良,57,76,26,10,0.7,69,鹰潭
2022-03-02,69,良,44,70,25,16,0.6,122,鹰潭
2022-03-03,70,良,51,80,36,20,0.8,117,鹰潭
2022-03-04,64,良,34,44,15,4,0.5,116,鹰潭
2022-03-05,64,良,37,56,23,22,0.6,116,鹰潭
2022-03-06,46,优,28,41,20,8,0.5,91,鹰潭
2022-03-07,44,优,9,15,12,9,0.2,87,鹰潭
2022-03-08,55,良,13,32,15,20,0.3,106,鹰潭
2022-03-09,67,良,23,54,22,36,0.4,120,鹰潭
2022-03-10,74,良,21,49,20,26,0.4,128,鹰潭
2022-03-11,90,良,28,62,28,28,0.4,147,鹰潭
2022-03-12,71,良,29,62,24,13,0.4,125,鹰潭
2022-03-13,77,良,30,58,21,18,0.5,132,鹰潭
2022-03-14,53,良,28,55,16,29,0.6,100,鹰潭
2022-03-15,73,良,22,41,14,18,0.5,127,鹰潭
2022-03-16,67,良,32,60,18,16,0.6,120,鹰潭
2022-03-17,41,优,14,27,8,6,0.4,82,鹰潭
2022-03-18,38,优,5,14,8,6,0.3,76,鹰潭
2022-03-19,56,良,13,32,12,15,0.4,107,鹰潭
2022-03-20,45,优,31,42,20,15,0.6,50,鹰潭
2022-03-21,19,优,6,14,15,7,0.4,34,鹰潭
2022-03-22,33,优,2,9,12,6,0.3,65,鹰潭
2022-03-23,37,优,7,15,8,8,0.2,74,鹰潭
2022-03-24,40,优,21,38,18,17,0.5,80,鹰潭
2022-03-25,30,优,13,25,13,12,0.6,60,鹰潭
2022-03-26,34,优,14,22,9,6,0.5,67,鹰潭
2022-03-27,45,优,31,35,11,8,0.4,67,鹰潭
2022-03-28,48,优,21,34,11,14,0.4,95,鹰潭
2022-03-29,55,良,20,41,19,20,0.3,105,鹰潭
2022-03-30,40,优,28,38,18,36,0.6,74,鹰潭
2022-03-31,50,优,9,15,10,8,0.4,100,鹰潭
2022-04-01,40,优,16,26,11,22,0.3,79,鹰潭
2022-04-02,67,良,21,36,14,17,0.4,120,鹰潭
2022-04-03,87,良,27,50,15,22,0.4,144,鹰潭
2022-04-04,96,良,32,60,14,16,0.4,155,鹰潭
2022-04-05,99,良,36,63,16,11,0.5,158,鹰潭
2022-04-06,95,良,40,67,16,34,0.6,153,鹰潭
2022-04-07,95,良,30,63,17,18,0.5,154,鹰潭
2022-04-08,99,良,28,64,18,23,0.4,158,鹰潭
2022-04-09,90,良,24,57,15,20,0.3,147,鹰潭
2022-04-10,94,良,28,65,15,27,0.4,152,鹰潭
2022-04-11,108,轻度污染,32,66,17,24,0.4,168,鹰潭
2022-04-12,69,良,27,55,12,21,0.4,122,鹰潭
2022-04-13,41,优,16,34,8,8,0.5,82,鹰潭
2022-04-14,43,优,10,25,6,6,0.5,85,鹰潭
2022-04-15,38,优,14,28,10,10,0.5,75,鹰潭
2022-04-16,50,优,24,32,12,16,0.5,100,鹰潭
2022-04-17,54,良,38,44,13,9,0.6,81,鹰潭
2022-04-18,49,优,34,42,12,6,0.5,88,鹰潭
2022-04-19,73,良,35,56,16,6,0.6,127,鹰潭
2022-04-20,72,良,29,54,10,8,0.6,126,鹰潭
2022-04-21,58,良,20,40,9,10,0.6,109,鹰潭
2022-04-22,61,良,39,71,37,49,0.9,50,鹰潭
2022-04-23,44,优,7,22,8,3,0.4,88,鹰潭
2022-04-24,50,优,16,40,9,26,0.6,100,鹰潭
2022-04-25,33,优,9,30,6,5,0.4,65,鹰潭
2022-04-26,43,优,3,20,6,4,0.4,86,鹰潭
2022-04-27,52,良,20,34,10,13,0.7,102,鹰潭
2022-04-28,47,优,27,47,12,19,0.7,62,鹰潭
2022-04-29,36,优,9,24,4,5,0.4,72,鹰潭
2022-04-30,32,优,15,22,14,11,0.6,64,鹰潭
2022-05-01,35,优,24,31,10,10,0.5,66,鹰潭
2022-05-02,67,良,33,44,9,8,0.5,120,鹰潭
2022-05-03,84,良,26,46,10,20,0.5,140,鹰潭
2022-05-04,87,良,22,38,12,12,0.4,144,鹰潭
2022-05-05,90,良,21,41,12,14,0.4,148,鹰潭
2022-05-06,88,良,22,47,12,17,0.5,145,鹰潭
2022-05-07,72,良,34,65,14,23,0.6,126,鹰潭
2022-05-08,53,良,37,52,9,12,0.6,90,鹰潭
2022-05-09,41,优,20,36,6,11,0.6,81,鹰潭
2022-05-10,20,优,12,20,16,18,0.8,32,鹰潭
2022-05-11,43,优,25,43,10,11,0.8,60,鹰潭
2022-05-12,37,优,19,26,10,15,0.8,74,鹰潭
2022-05-13,34,优,6,16,9,16,0.6,67,鹰潭
2022-05-14,53,良,18,32,8,9,0.6,103,鹰潭
2022-05-15,60,良,16,22,7,9,0.4,112,鹰潭
2022-05-16,90,良,19,37,11,20,0.4,148,鹰潭
2022-05-17,91,良,26,48,11,10,0.4,149,鹰潭
2022-05-18,97,良,32,55,12,26,0.6,156,鹰潭
2022-05-19,65,良,40,73,23,37,0.6,118,鹰潭
2022-05-20,45,优,28,42,12,9,0.4,90,鹰潭
2022-05-21,50,优,29,44,12,6,0.4,99,鹰潭
2022-05-22,52,良,32,46,10,11,0.6,102,鹰潭
2022-05-23,38,优,6,18,8,5,0.4,76,鹰潭
2022-05-24,47,优,18,33,11,14,0.8,93,鹰潭
2022-05-25,52,良,20,41,14,19,0.7,102,鹰潭
2022-05-26,60,良,19,34,10,10,0.6,111,鹰潭
2022-05-27,50,优,29,47,13,41,0.7,100,鹰潭
2022-05-28,47,优,11,23,12,26,0.8,93,鹰潭
2022-05-29,46,优,20,46,16,36,0.8,53,鹰潭
2022-05-30,36,优,11,28,10,14,0.6,72,鹰潭
2022-05-31,33,优,15,33,8,14,0.6,66,鹰潭
2022-06-01,34,优,11,29,8,12,0.7,68,鹰潭
2022-06-02,34,优,18,34,14,24,1.1,40,鹰潭
2022-06-03,33,优,16,33,10,26,1,42,鹰潭
2022-06-04,42,优,18,42,11,36,1,51,鹰潭
2022-06-05,29,优,8,28,6,12,0.6,57,鹰潭
2022-06-06,80,良,16,40,6,9,0.4,135,鹰潭
2022-06-07,97,良,27,60,8,22,0.7,156,鹰潭
2022-06-08,89,良,20,44,6,14,0.6,146,鹰潭
2022-06-09,31,优,5,18,6,14,0.4,62,鹰潭
2022-06-10,47,优,4,16,5,12,0.4,94,鹰潭
2022-06-11,49,优,9,23,5,17,0.4,97,鹰潭
2022-06-12,28,优,10,20,10,20,0.7,55,鹰潭
2022-06-13,38,优,8,19,5,4,0.5,76,鹰潭
2022-06-14,66,良,14,33,7,4,0.4,119,鹰潭
2022-06-15,52,良,14,36,6,10,0.5,102,鹰潭
2022-06-16,36,优,10,29,7,14,0.5,72,鹰潭
2022-06-17,33,优,5,22,6,6,0.4,66,鹰潭
2022-06-18,19,优,5,18,10,16,0.6,38,鹰潭
2022-06-19,22,优,4,19,7,17,0.6,44,鹰潭
2022-06-20,21,优,6,21,7,11,0.5,38,鹰潭
2022-06-21,28,优,8,28,8,20,0.6,44,鹰潭
2022-06-22,28,优,6,28,9,10,0.5,38,鹰潭
2022-06-23,33,优,9,27,8,17,0.5,66,鹰潭
2022-06-24,41,优,7,32,6,4,0.4,82,鹰潭
2022-06-25,39,优,13,39,9,8,0.4,76,鹰潭
2022-06-26,47,优,8,29,5,4,0.3,94,鹰潭
2022-06-27,33,优,4,22,4,3,0.4,66,鹰潭
2022-06-28,33,优,4,24,5,4,0.4,66,鹰潭
2022-06-29,37,优,7,32,6,4,0.4,74,鹰潭
2022-06-30,40,优,8,28,6,9,0.4,80,鹰潭
2022-07-01,42,优,8,33,5,11,0.4,84,鹰潭
2022-07-02,41,优,8,34,6,12,0.5,82,鹰潭
2022-07-03,27,优,3,27,4,6,0.4,52,鹰潭
2022-07-04,32,优,4,32,4,6,0.4,46,鹰潭
2022-07-05,22,优,2,17,3,4,0.4,44,鹰潭
2022-07-06,33,优,3,22,3,4,0.4,65,鹰潭
2022-07-07,26,优,3,22,5,4,0.4,52,鹰潭
2022-07-08,30,优,2,18,4,3,0.2,59,鹰潭
2022-07-09,32,优,4,27,5,3,0.3,64,鹰潭
2022-07-10,36,优,4,26,4,3,0.3,72,鹰潭
2022-07-11,36,优,7,33,4,2,0.3,72,鹰潭
2022-07-12,40,优,8,28,4,2,0.2,79,鹰潭
2022-07-13,60,良,12,34,3,2,0.3,111,鹰潭
2022-07-14,63,良,12,37,4,2,0.4,115,鹰潭
2022-07-15,65,良,16,41,4,3,0.4,118,鹰潭
2022-07-16,57,良,15,38,3,3,0.4,108,鹰潭
2022-07-17,41,优,12,41,3,3,0.4,81,鹰潭
2022-07-18,32,优,4,25,4,2,0.4,64,鹰潭
2022-07-19,32,优,7,32,4,4,0.4,55,鹰潭
2022-07-20,25,优,6,21,4,4,0.3,50,鹰潭
2022-07-21,44,优,8,29,6,2,0.3,88,鹰潭
2022-07-22,47,优,13,39,6,2,0.4,94,鹰潭
2022-07-23,46,优,12,35,5,2,0.3,92,鹰潭
2022-07-24,55,良,16,48,6,2,0.4,106,鹰潭
2022-07-25,60,良,17,48,4,4,0.4,112,鹰潭
2022-07-26,65,良,23,56,5,10,0.5,118,鹰潭
2022-07-27,75,良,27,55,7,8,0.5,130,鹰潭
2022-07-28,78,良,26,50,6,14,0.6,133,鹰潭
2022-07-29,56,良,23,45,8,19,0.6,107,鹰潭
2022-07-30,53,良,14,37,6,10,0.5,103,鹰潭
2022-07-31,80,良,21,42,8,2,0.4,136,鹰潭
2022-08-01,88,良,22,46,6,3,0.5,145,鹰潭
2022-08-02,90,良,28,52,5,2,0.5,148,鹰潭
2022-08-03,75,良,24,43,4,6,0.6,130,鹰潭
2022-08-04,42,优,12,28,4,2,0.4,84,鹰潭
2022-08-05,33,优,4,16,4,2,0.3,66,鹰潭
2022-08-06,34,优,4,17,2,2,0.4,68,鹰潭
2022-08-07,39,优,8,25,4,10,0.4,78,鹰潭
2022-08-08,38,优,5,19,4,2,0.2,75,鹰潭
2022-08-09,40,优,6,23,5,2,0.3,80,鹰潭
2022-08-10,67,良,13,32,4,2,0.4,120,鹰潭
2022-08-11,38,优,11,27,5,2,0.4,76,鹰潭
2022-08-12,45,优,9,26,4,2,0.3,90,鹰潭
2022-08-13,43,优,8,25,4,2,0.3,85,鹰潭
2022-08-14,42,优,9,28,3,3,0.4,84,鹰潭
2022-08-15,49,优,11,32,4,2,0.4,97,鹰潭
2022-08-16,40,优,13,38,4,4,0.4,79,鹰潭
2022-08-17,49,优,10,47,5,5,0.3,98,鹰潭
2022-08-18,53,良,12,32,3,4,0.3,103,鹰潭
2022-08-19,48,优,12,26,4,1,0.2,95,鹰潭
2022-08-20,36,优,7,15,3,1,0.2,71,鹰潭
2022-08-21,41,优,5,14,2,2,0.2,81,鹰潭
2022-08-22,46,优,7,21,3,2,0.4,91,鹰潭
2022-08-23,69,良,12,29,4,2,0.4,122,鹰潭
2022-08-24,97,良,21,54,6,5,0.6,156,鹰潭
2022-08-25,45,优,18,42,5,2,0.4,90,鹰潭
2022-08-26,39,优,4,19,2,2,0.3,77,鹰潭
2022-08-27,57,良,10,33,4,4,0.5,108,鹰潭
2022-08-28,55,良,15,32,4,6,0.6,105,鹰潭
2022-08-29,50,优,11,25,3,2,0.4,99,鹰潭
2022-08-30,64,良,23,38,5,2,0.6,116,鹰潭
2022-08-31,52,良,14,24,4,2,0.7,102,鹰潭
2022-09-01,37,优,12,22,4,2,0.7,74,鹰潭
2022-09-02,75,良,16,29,5,3,0.6,129,鹰潭
2022-09-03,57,良,14,29,4,4,0.6,108,鹰潭
2022-09-04,57,良,16,32,4,2,0.6,108,鹰潭
2022-09-05,94,良,21,40,6,3,0.5,152,鹰潭
2022-09-06,102,轻度污染,23,42,4,6,0.4,162,鹰潭
2022-09-07,77,良,18,38,4,6,0.4,132,鹰潭
2022-09-08,107,轻度污染,24,52,6,4,0.5,167,鹰潭
2022-09-09,135,轻度污染,45,68,9,7,0.8,198,鹰潭
2022-09-10,128,轻度污染,40,62,6,6,0.7,190,鹰潭
2022-09-11,113,轻度污染,35,54,6,8,0.6,174,鹰潭
2022-09-12,108,轻度污染,31,50,6,8,0.6,168,鹰潭
2022-09-13,108,轻度污染,32,54,6,12,0.7,168,鹰潭
2022-09-14,47,优,13,25,4,5,0.6,94,鹰潭
2022-09-15,75,良,15,29,3,2,0.5,130,鹰潭
2022-09-16,96,良,24,41,6,2,0.6,155,鹰潭
2022-09-17,100,良,26,48,6,7,0.6,159,鹰潭
2022-09-18,107,轻度污染,30,51,8,4,0.6,167,鹰潭
2022-09-19,89,良,27,50,9,16,0.7,146,鹰潭
2022-09-20,91,良,18,60,7,12,0.4,149,鹰潭
2022-09-21,105,轻度污染,22,62,8,12,0.7,165,鹰潭
2022-09-22,67,良,29,60,14,7,0.6,120,鹰潭
2022-09-23,99,良,30,62,10,9,0.6,158,鹰潭
2022-09-24,139,轻度污染,38,79,10,12,0.5,202,鹰潭
2022-09-25,124,轻度污染,28,62,10,13,0.4,186,鹰潭
2022-09-26,140,轻度污染,34,67,11,9,0.4,204,鹰潭
2022-09-27,142,轻度污染,37,65,13,10,0.4,206,鹰潭
2022-09-28,128,轻度污染,38,58,9,6,0.5,190,鹰潭
2022-09-29,131,轻度污染,40,67,9,11,0.5,194,鹰潭
2022-09-30,100,良,39,62,10,6,0.4,160,鹰潭
2022-10-01,72,良,26,44,8,10,0.3,126,鹰潭
2022-10-02,54,良,18,35,8,4,0.2,104,鹰潭
2022-10-03,43,优,13,34,10,3,0.2,86,鹰潭
2022-10-04,94,良,22,58,13,14,0.6,152,鹰潭
2022-10-05,27,优,12,27,10,3,0.4,41,鹰潭
2022-10-06,20,优,11,20,9,2,0.4,26,鹰潭
2022-10-07,15,优,6,11,9,2,0.6,24,鹰潭
2022-10-08,24,优,14,23,12,7,0.5,47,鹰潭
2022-10-09,35,优,10,19,9,3,0.4,70,鹰潭
2022-10-10,54,良,17,50,9,3,0.3,104,鹰潭
2022-10-11,59,良,15,41,14,10,0.4,110,鹰潭
2022-10-12,80,良,21,49,16,16,0.4,136,鹰潭
2022-10-13,84,良,20,48,15,8,0.4,140,鹰潭
2022-10-14,88,良,26,52,19,19,0.4,145,鹰潭
2022-10-15,85,良,32,63,20,24,0.5,142,鹰潭
2022-10-16,80,良,36,65,16,10,0.5,136,鹰潭
2022-10-17,87,良,26,50,6,4,0.4,144,鹰潭
2022-10-18,70,良,18,52,12,14,0.4,123,鹰潭
2022-10-19,99,良,20,58,15,17,0.3,158,鹰潭
2022-10-20,102,轻度污染,24,56,16,20,0.4,162,鹰潭
2022-10-21,105,轻度污染,30,61,22,21,0.4,165,鹰潭
2022-10-22,112,轻度污染,30,60,20,20,0.5,173,鹰潭
2022-10-23,138,轻度污染,38,74,23,15,0.5,201,鹰潭
2022-10-24,79,良,28,70,12,12,0.3,134,鹰潭
2022-10-25,77,良,22,60,15,13,0.3,132,鹰潭
2022-10-26,82,良,25,62,16,18,0.3,138,鹰潭
2022-10-27,53,良,32,56,21,10,0.4,49,鹰潭
2022-10-28,36,优,25,30,16,8,0.4,42,鹰潭
2022-10-29,50,优,19,34,9,10,0.4,99,鹰潭
2022-10-30,70,良,25,49,13,13,0.4,124,鹰潭
2022-10-31,56,良,26,51,16,17,0.3,107,鹰潭
2022-11-01,58,良,20,49,14,28,0.3,109,鹰潭
2022-11-02,68,良,19,46,11,12,0.4,121,鹰潭
2022-11-03,43,优,30,43,14,10,0.4,66,鹰潭
2022-11-04,40,优,28,30,12,14,0.4,80,鹰潭
2022-11-05,40,优,24,40,17,14,0.4,64,鹰潭
2022-11-06,53,良,30,55,23,27,0.5,66,鹰潭
2022-11-07,55,良,24,43,20,14,0.5,105,鹰潭
2022-11-08,73,良,32,62,32,16,0.6,127,鹰潭
2022-11-09,67,良,31,59,23,16,0.6,120,鹰潭
2022-11-10,67,良,32,62,27,19,0.6,120,鹰潭
2022-11-11,48,优,18,37,15,9,0.4,96,鹰潭
2022-11-12,54,良,22,50,19,8,0.4,104,鹰潭
2022-11-13,49,优,28,49,14,4,0.6,52,鹰潭
2022-11-14,35,优,24,35,16,3,0.6,16,鹰潭
2022-11-15,38,优,26,31,18,3,0.6,27,鹰潭
2022-11-16,48,优,33,39,28,6,0.8,14,鹰潭
2022-11-17,20,优,10,16,16,3,0.7,34,鹰潭
2022-11-18,30,优,13,21,24,7,1,10,鹰潭
2022-11-19,29,优,20,25,16,2,0.9,27,鹰潭
2022-11-20,45,优,31,42,20,5,0.8,77,鹰潭
2022-11-21,55,良,38,60,25,16,1,70,鹰潭
2022-11-22,39,优,27,33,16,5,0.8,42,鹰潭
2022-11-23,34,优,20,34,19,18,0.6,46,鹰潭
2022-11-24,42,优,24,42,20,15,0.5,71,鹰潭
2022-11-25,59,良,42,57,29,15,0.7,34,鹰潭
2022-11-26,54,良,35,50,20,10,0.8,104,鹰潭
2022-11-27,32,优,17,27,12,8,0.5,64,鹰潭
2022-11-28,44,优,19,35,22,44,0.8,80,鹰潭
2022-11-29,19,优,6,7,15,4,0.7,14,鹰潭
