日期,AQI,质量等级,PM2.5,PM10,NO2,SO2,CO,O3,城市
2022-02-24,52,良,28,53,20,6,0.6,86,景德镇
2022-02-25,55,良,34,60,32,10,0.7,77,景德镇
2022-02-26,62,良,40,74,34,10,0.8,83,景德镇
2022-02-27,60,良,39,70,33,8,0.7,94,景德镇
2022-02-28,69,良,41,77,39,10,0.7,122,景德镇
2022-03-01,64,良,44,77,27,9,0.7,79,景德镇
2022-03-02,63,良,40,75,30,10,0.7,96,景德镇
2022-03-03,63,良,35,75,30,8,0.6,101,景德镇
2022-03-04,57,良,35,63,27,8,0.6,94,景德镇
2022-03-05,57,良,28,60,24,6,0.4,108,景德镇
2022-03-06,56,良,23,62,14,5,0.3,102,景德镇
2022-03-07,44,优,12,23,14,7,0.3,88,景德镇
2022-03-08,50,优,20,50,28,11,0.5,94,景德镇
2022-03-09,55,良,21,57,28,8,0.4,106,景德镇
2022-03-10,70,良,28,66,36,10,0.5,123,景德镇
2022-03-11,79,良,30,66,35,10,0.6,134,景德镇
2022-03-12,65,良,33,76,35,10,0.6,118,景德镇
2022-03-13,68,良,40,86,39,12,0.7,114,景德镇
2022-03-14,70,良,36,73,28,9,0.6,124,景德镇
2022-03-15,62,良,28,47,20,12,0.7,114,景德镇
2022-03-16,60,良,29,53,23,9,0.7,112,景德镇
2022-03-17,41,优,20,35,14,10,0.6,81,景德镇
2022-03-18,34,优,11,23,14,7,0.5,67,景德镇
2022-03-19,36,优,18,35,16,6,0.6,72,景德镇
2022-03-20,24,优,13,24,14,4,0.8,33,景德镇
2022-03-21,19,优,7,16,15,4,0.6,35,景德镇
2022-03-22,33,优,7,17,10,5,0.5,65,景德镇
2022-03-23,30,优,15,27,16,7,0.5,59,景德镇
2022-03-24,32,优,14,28,16,8,0.5,63,景德镇
2022-03-25,30,优,14,26,24,10,0.7,45,景德镇
2022-03-26,30,优,14,25,12,6,0.6,59,景德镇
2022-03-27,42,优,24,42,14,6,0.6,59,景德镇
2022-03-28,49,优,13,30,11,6,0.4,97,景德镇
2022-03-29,47,优,18,40,20,10,0.4,93,景德镇
2022-03-30,51,良,29,51,30,11,0.6,62,景德镇
2022-03-31,49,优,20,32,10,4,0.4,98,景德镇
2022-04-01,40,优,20,40,15,7,0.4,73,景德镇
2022-04-02,65,良,26,50,25,12,0.4,118,景德镇
2022-04-03,70,良,30,61,29,12,0.5,124,景德镇
2022-04-04,78,良,28,58,26,10,0.4,133,景德镇
2022-04-05,65,良,38,80,35,16,0.6,102,景德镇
2022-04-06,74,良,32,62,27,10,0.5,128,景德镇
2022-04-07,84,良,33,70,34,16,0.5,140,景德镇
2022-04-08,80,良,29,70,31,12,0.5,135,景德镇
2022-04-09,85,良,28,70,30,12,0.5,141,景德镇
2022-04-10,90,良,33,72,30,12,0.5,147,景德镇
2022-04-11,109,轻度污染,38,74,29,12,0.6,169,景德镇
2022-04-12,94,良,38,77,27,12,0.5,152,景德镇
2022-04-13,49,优,22,39,15,6,0.5,98,景德镇
2022-04-14,42,优,14,25,9,4,0.4,84,景德镇
2022-04-15,40,优,20,40,10,5,0.4,74,景德镇
2022-04-16,39,优,18,32,12,5,0.4,77,景德镇
2022-04-17,46,优,29,46,17,9,0.4,91,景德镇
2022-04-18,62,良,41,66,22,10,0.6,114,景德镇
2022-04-19,71,良,44,76,31,15,0.7,125,景德镇
2022-04-20,81,良,36,72,26,12,0.6,137,景德镇
2022-04-21,64,良,28,57,27,14,0.4,116,景德镇
2022-04-22,52,良,26,54,25,10,0.5,60,景德镇
2022-04-23,38,优,20,38,21,13,0.5,75,景德镇
2022-04-24,52,良,18,34,17,8,0.5,102,景德镇
2022-04-25,35,优,18,34,15,10,0.4,70,景德镇
2022-04-26,44,优,16,30,18,10,0.5,88,景德镇
2022-04-27,41,优,14,28,9,5,0.5,81,景德镇
2022-04-28,36,优,20,36,13,5,0.5,68,景德镇
2022-04-29,36,优,10,19,9,5,0.5,71,景德镇
2022-04-30,26,优,13,24,11,6,0.5,51,景德镇
2022-05-01,51,良,32,51,15,8,0.7,82,景德镇
2022-05-02,75,良,39,65,24,12,0.8,130,景德镇
2022-05-03,71,良,30,55,22,9,0.6,125,景德镇
2022-05-04,84,良,27,50,24,10,0.5,140,景德镇
2022-05-05,92,良,26,54,25,12,0.6,150,景德镇
2022-05-06,95,良,30,56,24,10,0.6,153,景德镇
2022-05-07,65,良,39,71,31,15,0.6,117,景德镇
2022-05-08,57,良,36,61,20,23,0.6,108,景德镇
2022-05-09,32,优,22,32,13,4,0.6,64,景德镇
2022-05-10,23,优,12,23,11,5,0.6,40,景德镇
2022-05-11,33,优,16,30,11,5,0.6,66,景德镇
2022-05-12,28,优,17,28,13,5,0.6,50,景德镇
2022-05-13,39,优,12,22,9,4,0.5,77,景德镇
2022-05-14,49,优,22,36,10,4,0.6,97,景德镇
2022-05-15,48,优,18,29,9,4,0.5,96,景德镇
2022-05-16,87,良,22,40,18,11,0.6,144,景德镇
2022-05-17,95,良,34,59,27,16,0.7,153,景德镇
2022-05-18,75,良,34,62,26,11,0.6,130,景德镇
2022-05-19,53,良,31,55,22,8,0.6,86,景德镇
2022-05-20,42,优,26,42,18,7,0.6,73,景德镇
2022-05-21,55,良,22,38,15,12,0.6,105,景德镇
2022-05-22,55,良,32,53,21,12,0.6,106,景德镇
2022-05-23,39,优,14,25,12,7,0.6,78,景德镇
2022-05-24,57,良,19,36,17,11,0.6,108,景德镇
2022-05-25,70,良,28,49,20,13,0.6,123,景德镇
2022-05-26,68,良,25,46,17,8,0.6,121,景德镇
2022-05-27,72,良,34,54,16,11,0.7,126,景德镇
2022-05-28,50,优,17,27,11,6,0.6,100,景德镇
2022-05-29,38,优,21,38,23,12,0.8,34,景德镇
2022-05-30,40,优,23,40,16,8,0.8,74,景德镇
2022-05-31,35,优,19,35,10,7,0.7,69,景德镇
2022-06-01,31,优,17,30,12,8,0.7,61,景德镇
2022-06-02,24,优,10,23,10,6,0.6,47,景德镇
2022-06-03,22,优,10,20,9,4,0.6,44,景德镇
2022-06-04,25,优,11,23,11,8,0.6,49,景德镇
2022-06-05,36,优,13,29,13,11,0.6,71,景德镇
2022-06-06,106,轻度污染,25,50,14,18,0.8,166,景德镇
2022-06-07,80,良,28,55,16,8,0.8,136,景德镇
2022-06-08,97,良,24,50,12,8,0.7,156,景德镇
2022-06-09,72,良,24,47,16,15,0.7,126,景德镇
2022-06-10,43,优,7,16,6,4,0.4,85,景德镇
2022-06-11,43,优,8,17,8,4,0.4,86,景德镇
2022-06-12,32,优,8,18,9,4,0.4,64,景德镇
2022-06-13,49,优,11,23,11,11,0.4,97,景德镇
2022-06-14,77,良,30,55,15,15,0.5,132,景德镇
2022-06-15,71,良,34,63,18,16,0.6,125,景德镇
2022-06-16,52,良,26,52,17,17,0.6,102,景德镇
2022-06-17,42,优,14,32,14,16,0.5,84,景德镇
2022-06-18,29,优,11,22,12,12,0.5,58,景德镇
2022-06-19,30,优,8,14,9,5,0.4,60,景德镇
2022-06-20,20,优,8,10,10,7,0.4,39,景德镇
2022-06-21,23,优,10,22,10,13,0.4,46,景德镇
2022-06-22,28,优,12,28,15,24,0.4,38,景德镇
2022-06-23,41,优,14,33,14,17,0.5,82,景德镇
2022-06-24,42,优,17,36,14,20,0.5,84,景德镇
2022-06-25,46,优,13,28,11,14,0.5,92,景德镇
2022-06-26,52,良,18,38,13,12,0.5,102,景德镇
2022-06-27,41,优,11,25,6,8,0.4,82,景德镇
2022-06-28,36,优,12,27,12,13,0.4,72,景德镇
2022-06-29,38,优,12,24,12,6,0.5,75,景德镇
2022-06-30,27,优,12,18,10,6,0.5,54,景德镇
2022-07-01,27,优,10,20,9,5,0.4,54,景德镇
2022-07-02,28,优,10,17,8,6,0.3,55,景德镇
2022-07-03,45,优,11,25,10,10,0.4,90,景德镇
2022-07-04,33,优,12,28,12,8,0.4,65,景德镇
2022-07-05,25,优,9,22,9,8,0.4,50,景德镇
2022-07-06,32,优,11,29,11,12,0.4,64,景德镇
2022-07-07,34,优,10,22,11,12,0.4,68,景德镇
2022-07-08,35,优,11,27,14,15,0.5,70,景德镇
2022-07-09,40,优,16,34,15,15,0.5,80,景德镇
2022-07-10,45,优,18,38,16,16,0.5,89,景德镇
2022-07-11,52,良,19,41,15,17,0.5,102,景德镇
2022-07-12,58,良,20,41,13,12,0.5,109,景德镇
2022-07-13,69,良,24,44,14,14,0.4,122,景德镇
2022-07-14,79,良,25,47,14,11,0.5,134,景德镇
2022-07-15,91,良,36,60,16,16,0.6,149,景德镇
2022-07-16,74,良,34,56,17,17,0.6,128,景德镇
2022-07-17,50,优,24,46,16,16,0.6,100,景德镇
2022-07-18,37,优,13,22,13,11,0.6,74,景德镇
2022-07-19,36,优,17,30,11,10,0.4,71,景德镇
2022-07-20,42,优,15,32,12,14,0.4,83,景德镇
2022-07-21,48,优,16,36,16,16,0.4,96,景德镇
2022-07-22,50,优,21,41,16,16,0.5,99,景德镇
2022-07-23,58,良,23,48,18,17,0.4,109,景德镇
2022-07-24,62,良,24,45,15,15,0.4,114,景德镇
2022-07-25,72,良,23,46,11,8,0.4,126,景德镇
2022-07-26,50,优,15,37,10,8,0.4,99,景德镇
2022-07-27,85,良,24,40,10,7,0.5,142,景德镇
2022-07-28,82,良,39,61,12,10,0.6,138,景德镇
2022-07-29,53,良,22,40,10,9,0.5,103,景德镇
2022-07-30,50,优,25,46,20,15,0.6,99,景德镇
2022-07-31,85,良,22,43,16,12,0.6,142,景德镇
2022-08-01,92,良,26,48,14,9,0.6,150,景德镇
2022-08-02,74,良,28,49,11,8,0.6,128,景德镇
2022-08-03,97,良,30,43,12,9,0.5,156,景德镇
2022-08-04,58,良,23,39,12,10,0.5,109,景德镇
2022-08-05,40,优,16,36,15,12,0.4,79,景德镇
2022-08-06,38,优,11,28,13,12,0.4,75,景德镇
2022-08-07,45,优,12,30,10,12,0.4,90,景德镇
2022-08-08,50,优,14,34,14,16,0.4,100,景德镇
2022-08-09,46,优,18,41,16,13,0.5,92,景德镇
2022-08-10,57,良,21,45,16,14,0.5,108,景德镇
2022-08-11,47,优,23,44,14,13,0.5,94,景德镇
2022-08-12,60,良,24,43,16,12,0.5,111,景德镇
2022-08-13,47,优,20,40,14,12,0.4,93,景德镇
2022-08-14,61,良,20,40,15,13,0.4,113,景德镇
2022-08-15,53,良,22,39,14,11,0.5,103,景德镇
2022-08-16,70,良,22,44,13,10,0.5,123,景德镇
2022-08-17,69,良,25,44,10,7,0.5,122,景德镇
2022-08-18,82,良,21,38,14,12,0.5,138,景德镇
2022-08-19,55,良,24,46,15,14,0.4,106,景德镇
2022-08-20,47,优,18,42,17,13,0.4,93,景德镇
2022-08-21,40,优,10,29,16,16,0.4,80,景德镇
2022-08-22,45,优,14,42,19,16,0.5,90,景德镇
2022-08-23,58,良,15,40,14,7,0.5,109,景德镇
2022-08-24,57,良,26,49,10,6,0.6,108,景德镇
2022-08-25,54,良,21,42,13,12,0.5,104,景德镇
2022-08-26,44,优,17,40,16,14,0.4,87,景德镇
2022-08-27,58,良,17,40,14,10,0.4,109,景德镇
2022-08-28,45,优,18,30,10,8,0.6,90,景德镇
2022-08-29,69,良,22,37,12,11,0.5,122,景德镇
2022-08-30,48,优,20,36,10,9,0.6,96,景德镇
2022-08-31,37,优,10,22,8,8,0.6,73,景德镇
2022-09-01,34,优,8,20,10,6,0.6,68,景德镇
2022-09-02,59,良,18,37,9,6,0.6,110,景德镇
2022-09-03,46,优,11,27,7,6,0.5,91,景德镇
2022-09-04,55,良,15,34,12,10,0.5,106,景德镇
2022-09-05,85,良,20,43,14,12,0.6,141,景德镇
2022-09-06,80,良,23,49,20,11,0.6,136,景德镇
2022-09-07,75,良,23,62,23,8,0.5,129,景德镇
2022-09-08,97,良,26,58,18,8,0.6,156,景德镇
2022-09-09,95,良,38,62,13,8,0.7,154,景德镇
2022-09-10,110,轻度污染,36,58,12,7,0.6,171,景德镇
2022-09-11,81,良,23,43,14,8,0.5,137,景德镇
2022-09-12,93,良,25,49,15,7,0.6,151,景德镇
2022-09-13,64,良,24,46,11,7,0.6,116,景德镇
2022-09-14,41,优,10,24,8,8,0.5,81,景德镇
2022-09-15,74,良,20,41,16,14,0.6,128,景德镇
2022-09-16,72,良,29,56,24,12,0.7,126,景德镇
2022-09-17,81,良,24,50,18,9,0.6,137,景德镇
2022-09-18,86,良,24,46,14,7,0.6,143,景德镇
2022-09-19,88,良,24,51,13,7,0.7,145,景德镇
2022-09-20,61,良,16,42,10,6,0.6,113,景德镇
2022-09-21,62,良,18,48,13,9,0.6,114,景德镇
2022-09-22,67,良,25,58,21,16,0.7,120,景德镇
2022-09-23,77,良,26,56,19,12,0.7,132,景德镇
2022-09-24,97,良,31,64,14,8,0.7,156,景德镇
2022-09-25,91,良,24,51,15,10,0.7,149,景德镇
2022-09-26,99,良,28,62,21,10,0.8,158,景德镇
2022-09-27,127,轻度污染,29,60,15,10,0.7,189,景德镇
2022-09-28,99,良,35,60,15,8,0.7,158,景德镇
2022-09-29,100,良,35,60,19,9,0.8,159,景德镇
2022-09-30,89,良,37,75,26,10,0.7,146,景德镇
2022-10-01,80,良,37,78,20,10,0.6,136,景德镇
2022-10-02,54,良,28,57,20,10,0.6,80,景德镇
2022-10-03,52,良,24,54,23,12,0.6,87,景德镇
2022-10-04,56,良,20,52,14,7,0.7,107,景德镇
2022-10-05,24,优,8,24,9,6,0.6,36,景德镇
2022-10-06,21,优,8,21,12,7,0.7,20,景德镇
2022-10-07,15,优,6,14,10,6,0.6,30,景德镇
2022-10-08,19,优,6,16,11,6,0.6,38,景德镇
2022-10-09,33,优,10,26,13,8,0.7,66,景德镇
2022-10-10,50,优,16,50,13,7,0.6,96,景德镇
2022-10-11,48,优,16,44,20,8,0.6,96,景德镇
2022-10-12,58,良,18,44,24,6,0.6,109,景德镇
2022-10-13,70,良,18,42,23,7,0.6,123,景德镇
2022-10-14,64,良,20,45,22,8,0.6,116,景德镇
2022-10-15,64,良,25,50,22,8,0.6,116,景德镇
2022-10-16,75,良,24,46,13,6,0.7,130,景德镇
2022-10-17,79,良,28,55,11,6,0.7,134,景德镇
2022-10-18,55,良,18,46,15,6,0.6,106,景德镇
2022-10-19,60,良,18,44,19,6,0.7,111,景德镇
2022-10-20,61,良,22,44,20,6,0.6,113,景德镇
2022-10-21,69,良,25,54,28,8,0.7,122,景德镇
2022-10-22,77,良,26,52,20,7,0.6,132,景德镇
2022-10-23,92,良,37,64,16,7,0.8,150,景德镇
2022-10-24,59,良,32,66,20,6,0.8,110,景德镇
2022-10-25,52,良,18,47,15,6,0.7,102,景德镇
2022-10-26,45,优,18,43,14,6,0.6,90,景德镇
2022-10-27,37,优,20,37,14,6,0.6,60,景德镇
2022-10-28,24,优,11,24,12,6,0.6,44,景德镇
2022-10-29,40,优,16,30,10,6,0.6,80,景德镇
2022-10-30,54,良,20,39,13,6,0.6,104,景德镇
2022-10-31,47,优,19,38,12,6,0.6,94,景德镇
2022-11-01,49,优,18,41,14,6,0.6,98,景德镇
2022-11-02,51,良,19,39,16,5,0.6,101,景德镇
2022-11-03,51,良,26,52,20,8,0.7,76,景德镇
2022-11-04,46,优,26,46,13,5,0.7,85,景德镇
2022-11-05,45,优,18,38,14,6,0.7,90,景德镇
2022-11-06,46,优,18,40,16,8,0.7,91,景德镇
2022-11-07,46,优,20,44,24,8,0.7,92,景德镇
2022-11-08,46,优,20,44,25,8,0.7,91,景德镇
2022-11-09,55,良,24,50,25,8,0.6,105,景德镇
2022-11-10,51,良,26,51,25,7,0.6,96,景德镇
2022-11-11,45,优,20,42,24,9,0.6,90,景德镇
2022-11-12,52,良,24,48,20,11,0.7,102,景德镇
2022-11-13,34,优,15,34,13,5,0.8,38,景德镇
2022-11-14,29,优,14,29,18,7,0.8,14,景德镇
2022-11-15,38,优,21,38,22,10,0.8,34,景德镇
2022-11-16,30,优,14,30,17,7,0.7,24,景德镇
2022-11-17,26,优,12,26,18,9,0.8,35,景德镇
2022-11-18,25,优,12,25,17,7,0.8,24,景德镇
2022-11-19,38,优,21,38,19,11,0.9,24,景德镇
2022-11-20,34,优,18,34,13,7,0.8,60,景德镇
2022-11-21,28,优,14,25,10,6,0.7,55,景德镇
2022-11-22,34,优,17,29,14,7,0.8,68,景德镇
2022-11-23,35,优,10,17,6,6,0.6,70,景德镇
2022-11-24,37,优,12,24,10,7,0.7,74,景德镇
2022-11-25,38,优,24,38,13,8,0.7,62,景德镇
2022-11-26,48,优,31,48,16,12,0.8,89,景德镇
2022-11-27,34,优,16,34,9,6,0.6,60,景德镇
2022-11-28,22,优,10,22,8,6,0.6,29,景德镇
2022-11-29,20,优,6,11,13,5,0.8,24,景德镇
2022-01-01,147,轻度污染,112,131,48,12,1.8,44,萍乡
2022-01-02,115,轻度污染,87,102,40,10,1.7,94,萍乡
2022-01-03,143,轻度污染,109,140,55,25,2,67,萍乡
2022-01-04,123,轻度污染,93,124,51,26,1.6,114,萍乡
2022-01-05,114,轻度污染,86,94,38,13,1.6,33,萍乡
2022-01-06,64,良,46,54,31,10,1.3,34,萍乡
2022-01-07,48,优,33,41,23,9,0.9,34,萍乡
2022-01-08,69,良,50,55,27,7,0.9,33,萍乡
2022-01-09,92,良,68,77,36,8,1.3,23,萍乡
2022-01-10,88,良,65,73,32,8,1.3,36,萍乡
2022-01-11,74,良,54,64,29,7,1.2,67,萍乡
2022-01-12,82,良,60,74,34,11,1.3,78,萍乡
2022-01-13,90,良,67,86,33,10,1,100,萍乡
2022-01-14,89,良,66,95,35,15,1,54,萍乡
2022-01-15,134,轻度污染,102,131,45,14,1.4,26,萍乡
2022-01-16,125,轻度污染,95,97,37,8,1.3,50,萍乡
2022-01-17,67,良,48,48,28,7,1,56,萍乡
2022-01-18,108,轻度污染,81,91,33,8,1.2,58,萍乡
2022-01-19,85,良,63,77,32,10,1.7,68,萍乡
2022-01-20,97,良,72,88,38,12,1.4,64,萍乡
2022-01-21,127,轻度污染,96,103,26,10,1.2,40,萍乡
2022-01-22,70,良,51,52,26,9,1.3,25,萍乡
2022-01-23,33,优,13,14,26,7,1,11,萍乡
2022-01-24,40,优,28,30,26,7,1.2,13,萍乡
2022-01-25,54,良,38,41,28,8,1.8,8,萍乡
2022-01-26,48,优,28,35,28,8,1.9,7,萍乡
2022-01-27,33,优,15,21,23,5,1.3,18,萍乡
2022-01-28,30,优,14,18,20,5,1.2,28,萍乡
2022-01-29,35,优,24,27,19,6,1.1,31,萍乡
2022-01-30,55,良,39,49,17,6,1.1,46,萍乡
2022-01-31,50,优,35,42,13,6,0.8,55,萍乡
2022-02-01,64,良,46,54,11,6,0.8,58,萍乡
2022-02-02,65,良,47,54,14,4,1,52,萍乡
2022-02-03,57,良,40,50,14,6,1,40,萍乡
2022-02-04,49,优,34,42,14,5,0.8,50,萍乡
2022-02-05,45,优,31,42,18,6,0.9,58,萍乡
2022-02-06,59,良,42,56,18,6,1,56,萍乡
2022-02-07,29,优,20,25,14,6,1,52,萍乡
2022-02-08,43,优,30,37,15,6,0.8,50,萍乡
2022-02-09,32,优,22,31,16,6,0.8,53,萍乡
2022-02-10,39,优,27,36,19,6,1,40,萍乡
2022-02-11,43,优,30,38,21,6,0.9,36,萍乡
2022-02-12,85,良,63,83,25,7,1.1,18,萍乡
2022-02-13,70,良,51,59,25,7,1,44,萍乡
2022-02-14,67,良,48,61,23,8,1.2,48,萍乡
2022-02-15,62,良,44,62,25,9,1.2,66,萍乡
2022-02-16,79,良,58,77,25,8,1.2,47,萍乡
2022-02-17,32,优,22,28,19,6,1.1,45,萍乡
2022-02-18,26,优,14,21,19,5,0.8,52,萍乡
2022-02-19,49,优,34,41,22,5,0.9,19,萍乡
2022-02-20,64,良,46,60,17,6,1,68,萍乡
2022-02-21,49,优,34,49,18,7,0.7,74,萍乡
2022-02-22,39,优,27,36,19,4,0.8,65,萍乡
2022-02-23,48,优,33,42,22,4,0.8,91,萍乡
2022-02-24,64,良,46,59,25,4,0.8,95,萍乡
2022-02-25,62,良,44,64,33,6,1.1,83,萍乡
2022-02-26,57,良,40,62,33,10,1.3,82,萍乡
2022-02-27,62,良,39,65,33,14,1.2,114,萍乡
2022-02-28,92,良,68,112,58,24,2.3,50,萍乡
2022-03-01,77,良,56,90,36,15,1.3,53,萍乡
2022-03-02,63,良,38,76,33,16,1.4,88,萍乡
2022-03-03,80,良,58,110,43,25,1.4,90,萍乡
2022-03-04,107,轻度污染,80,122,46,27,1.9,21,萍乡
2022-03-05,95,良,71,108,38,20,1.5,83,萍乡
2022-03-06,51,良,24,42,20,9,1,101,萍乡
2022-03-07,52,良,27,46,24,10,1,102,萍乡
2022-03-08,60,良,26,54,30,13,1.2,112,萍乡
2022-03-09,70,良,29,60,37,22,1.4,124,萍乡
2022-03-10,80,良,33,66,42,19,1,136,萍乡
2022-03-11,62,良,40,73,46,21,1.3,108,萍乡
2022-03-12,61,良,40,71,42,18,1.2,111,萍乡
2022-03-13,73,良,40,67,34,12,1,127,萍乡
2022-03-14,54,良,38,57,27,16,1,101,萍乡
2022-03-15,65,良,40,54,17,14,1.2,117,萍乡
2022-03-16,78,良,57,84,43,30,1.8,68,萍乡
2022-03-17,34,优,23,34,20,10,1.1,60,萍乡
2022-03-18,30,优,21,30,20,9,1,60,萍乡
2022-03-19,47,优,31,47,22,14,1.3,94,萍乡
2022-03-20,53,良,37,55,22,12,1.1,52,萍乡
2022-03-21,30,优,12,19,24,12,1.1,8,萍乡
2022-03-22,25,优,10,15,20,6,0.9,20,萍乡
2022-03-23,29,优,17,27,23,8,0.9,40,萍乡
2022-03-24,29,优,19,29,22,8,1,42,萍乡
2022-03-25,35,优,16,24,28,9,1.4,25,萍乡
2022-03-26,30,优,21,27,23,8,1,38,萍乡
2022-03-27,42,优,28,42,23,8,1,77,萍乡
2022-03-28,59,良,18,34,18,8,0.8,110,萍乡
2022-03-29,46,优,18,30,19,8,1.1,92,萍乡
2022-03-30,28,优,9,13,20,6,1.1,36,萍乡
2022-03-31,50,优,10,14,12,4,1.1,99,萍乡
2022-04-01,40,优,20,31,15,6,0.8,80,萍乡
2022-04-02,65,良,22,37,21,6,0.9,118,萍乡
2022-04-03,85,良,31,54,25,13,1.2,142,萍乡
2022-04-04,94,良,32,56,24,16,1.1,152,萍乡
2022-04-05,66,良,42,70,34,24,1.1,119,萍乡
2022-04-06,95,良,35,58,29,13,1.1,154,萍乡
2022-04-07,87,良,32,62,32,14,1.2,144,萍乡
2022-04-08,85,良,30,63,34,17,1.4,142,萍乡
2022-04-09,87,良,33,66,36,19,1.3,144,萍乡
2022-04-10,103,轻度污染,38,68,28,13,1,163,萍乡
2022-04-11,104,轻度污染,45,72,28,12,1.1,164,萍乡
2022-04-12,112,轻度污染,42,64,25,16,1.3,173,萍乡
2022-04-13,26,优,12,18,14,8,0.9,52,萍乡
2022-04-14,54,良,20,30,12,10,0.9,104,萍乡
2022-04-15,45,优,16,28,12,10,1,89,萍乡
2022-04-16,42,优,12,18,12,5,1,84,萍乡
2022-04-17,35,优,20,26,14,8,0.7,70,萍乡
2022-04-18,60,良,32,41,17,7,0.8,112,萍乡
2022-04-19,69,良,32,53,26,8,1.2,122,萍乡
2022-04-20,71,良,31,58,26,12,1.6,125,萍乡
2022-04-21,58,良,29,53,31,12,1.2,109,萍乡
2022-04-22,52,良,36,52,34,12,1.2,32,萍乡
2022-04-23,48,优,19,31,20,8,1,96,萍乡
2022-04-24,43,优,30,43,20,14,1.3,77,萍乡
2022-04-25,32,优,13,25,14,8,0.7,64,萍乡
2022-04-26,45,优,17,29,14,9,0.8,90,萍乡
2022-04-27,44,优,25,34,14,10,1,88,萍乡
2022-04-28,31,优,21,28,16,9,1,62,萍乡
2022-04-29,29,优,20,27,17,11,0.6,50,萍乡
2022-04-30,31,优,17,25,16,8,0.7,62,萍乡
2022-05-01,34,优,18,27,17,10,0.8,68,萍乡
2022-05-02,67,良,24,40,18,8,0.8,120,萍乡
2022-05-03,89,良,24,45,26,11,0.9,146,萍乡
2022-05-04,87,良,25,46,30,12,0.9,144,萍乡
2022-05-05,91,良,27,47,32,12,1,149,萍乡
2022-05-06,79,良,31,52,30,13,0.9,134,萍乡
2022-05-07,58,良,41,58,27,15,1,100,萍乡
2022-05-08,74,良,54,66,22,16,1,105,萍乡
2022-05-09,53,良,15,25,17,8,0.8,103,萍乡
2022-05-10,24,优,13,18,19,8,0.9,40,萍乡
2022-05-11,35,优,24,33,23,11,1,68,萍乡
2022-05-12,32,优,21,28,17,8,0.9,64,萍乡
2022-05-13,34,优,10,16,15,6,0.7,68,萍乡
2022-05-14,50,优,30,43,15,8,1,99,萍乡
2022-05-15,65,良,20,27,18,6,1,117,萍乡
2022-05-16,69,良,24,36,20,6,0.7,122,萍乡
2022-05-17,86,良,26,44,25,10,1.2,143,萍乡
2022-05-18,63,良,34,54,28,19,1,115,萍乡
2022-05-19,79,良,44,67,26,19,0.9,134,萍乡
2022-05-20,43,优,30,40,22,10,0.8,73,萍乡
2022-05-21,62,良,24,35,15,10,0.8,114,萍乡
2022-05-22,48,优,33,45,24,14,1,86,萍乡
2022-05-23,46,优,22,31,14,10,0.8,92,萍乡
2022-05-24,28,优,17,23,21,10,1,55,萍乡
2022-05-25,33,优,20,28,17,15,1.2,66,萍乡
2022-05-26,52,良,18,26,12,10,0.9,102,萍乡
2022-05-27,49,优,28,38,14,13,0.8,98,萍乡
2022-05-28,44,优,22,30,17,12,1.1,88,萍乡
2022-05-29,39,优,24,39,18,11,0.9,46,萍乡
2022-05-30,27,优,8,16,14,8,0.6,54,萍乡
2022-05-31,28,优,17,27,20,14,1.1,42,萍乡
2022-06-01,33,优,22,30,18,14,1.2,66,萍乡
2022-06-02,34,优,18,26,15,12,1,68,萍乡
2022-06-03,32,优,14,21,12,14,1.1,63,萍乡
2022-06-04,33,优,18,29,16,17,1.3,61,萍乡
2022-06-05,34,优,18,27,12,10,0.7,67,萍乡
2022-06-06,85,良,30,47,14,11,0.8,142,萍乡
2022-06-07,87,良,33,54,19,20,1.1,144,萍乡
2022-06-08,99,良,34,58,18,19,1.1,158,萍乡
2022-06-09,45,优,15,29,16,15,0.8,89,萍乡
2022-06-10,47,优,12,20,13,12,0.7,94,萍乡
2022-06-11,51,良,11,21,13,10,1,101,萍乡
2022-06-12,32,优,12,19,15,12,1,63,萍乡
2022-06-13,34,优,12,17,16,10,0.6,68,萍乡
2022-06-14,70,良,19,27,15,10,0.7,124,萍乡
2022-06-15,67,良,22,32,15,11,0.8,120,萍乡
2022-06-16,43,优,30,42,23,19,1.1,63,萍乡
2022-06-17,33,优,22,25,26,14,1.1,44,萍乡
2022-06-18,23,优,16,18,18,13,0.8,43,萍乡
2022-06-19,25,优,17,19,18,12,0.8,31,萍乡
2022-06-20,24,优,13,12,13,15,0.8,48,萍乡
2022-06-21,19,优,11,13,14,10,0.6,37,萍乡
2022-06-22,23,优,16,22,18,11,0.8,26,萍乡
2022-06-23,33,优,15,22,14,12,0.6,66,萍乡
2022-06-24,38,优,16,25,15,10,0.5,76,萍乡
2022-06-25,40,优,17,25,14,9,0.5,80,萍乡
2022-06-26,42,优,16,22,12,9,0.4,84,萍乡
2022-06-27,35,优,10,19,11,10,0.4,69,萍乡
2022-06-28,31,优,16,23,14,10,0.6,62,萍乡
2022-06-29,42,优,23,30,18,16,0.8,84,萍乡
2022-06-30,54,良,23,30,12,16,0.8,104,萍乡
2022-07-01,52,良,36,46,16,18,0.9,93,萍乡
2022-07-02,39,优,17,26,14,20,0.8,77,萍乡
2022-07-03,23,优,12,18,15,16,0.9,45,萍乡
2022-07-04,23,优,10,14,12,15,0.9,42,萍乡
2022-07-05,29,优,7,8,10,8,0.5,57,萍乡
